title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
"Z2058551973",143,Done,74.24,-9.05152,"glide-grid_6eti",,,-9.05152,-0.48,,,,,,,,,,,,,1,,,-9.05152,-33.626,-6.02743,-39.6535,8.44001,-55.3335
"Z2224676390",144,Done,133.05,-5.68533,"glide-grid_6eti",,,-5.68533,-0.114051,,,,,,,,,,,,,1,,,-5.68533,-42.6889,-5.78492,-48.4739,2.32343,-72.2511
"Z1117179705",145,Done,73.37,-6.7677,"glide-grid_6eti",,,-6.7677,0,,,,,,,,,,,,,1,,,-6.7677,-42.8174,0.715051,-42.1023,2.52267,-63.8756
"Z1117179705",146,Done,82.49,-5.8486,"glide-grid_6eti",,,-5.8486,0,,,,,,,,,,,,,1,,,-5.8486,-41.6014,-5.95162,-47.5531,2.32395,-72.7205
"Z2226571803",147,Done,104.31,-10.0089,"glide-grid_6eti",,,-10.0089,-0.570557,,,,,,,,,,,,,1,,,-10.0089,-50.1625,-3.47333,-53.6358,8.82635,-86.7566
"Z1571697295",148,Done,71.51,-9.56454,"glide-grid_6eti",,,-9.56454,0,,,,,,,,,,,,,1,,,-9.56454,-40.5252,-0.883104,-41.4083,2.79813,-65.291
"Z1571697295",149,Done,75.16,-8.89312,"glide-grid_6eti",,,-8.89312,0,,,,,,,,,,,,,1,,,-8.89312,-43.0753,-0.508335,-43.5837,4.83905,-67.265
"Z2076636654",150,Done,121.4,-10.3553,"glide-grid_6eti",,,-10.3553,0,,,,,,,,,,,,,1,,,-10.3553,-34.4732,-5.5622,-40.0354,3.01211,-61.4097
"Z2076636654",151,Done,121.3,-9.66277,"glide-grid_6eti",,,-9.66277,-0.7,,,,,,,,,,,,,1,,,-9.66277,-38.6656,-3.71924,-42.3849,0,-64.7831
"Z2076636654",152,Done,127.75,-8.14043,"glide-grid_6eti",,,-8.14043,0,,,,,,,,,,,,,1,,,-8.14043,-39.1591,-2.81228,-41.9714,2.11182,-58.0407
"Z2076636654",153,Done,122.85,-7.96818,"glide-grid_6eti",,,-7.96818,0,,,,,,,,,,,,,1,,,-7.96818,-39.2698,-2.81359,-42.0834,2.36792,-59.8149
"Z1134154477",154,Done,49.39,-6.89939,"glide-grid_6eti",,,-6.89939,-0.721422,,,,,,,,,,,,,1,,,-6.89939,-38.0476,-4.84177,-42.8894,0.651153,-62.4164
"Z840118946",155,Done,106.76,-6.56832,"glide-grid_6eti",,,-6.56832,0,,,,,,,,,,,,,1,,,-6.56832,-32.5268,-5.8942,-38.421,7.68403,-53.4676
"Z840118946",156,Done,95.21,-6.15452,"glide-grid_6eti",,,-6.15452,0,,,,,,,,,,,,,1,,,-6.15452,-38.6677,-1.99575,-40.6634,6.51206,-59.7481
"Z1590664630",157,Done,100.86,-7.90248,"glide-grid_6eti",,,-7.90248,-0.7,,,,,,,,,,,,,1,,,-7.90248,-45.1448,-2.79011,-47.9349,1.93942,-72.3481
"Z335375008",158,Done,46.22,-8.97382,"glide-grid_6eti",,,-8.97382,0,,,,,,,,,,,,,1,,,-8.97382,-34.8519,-4.21452,-39.0664,5.89735,-46.5669
"Z2229678992",159,Done,41.18,-8.36045,"glide-grid_6eti",,,-8.36045,-0.431719,,,,,,,,,,,,,1,,,-8.36045,-38.9074,-1.84683,-40.7542,0.740713,-56.7251
"Z1610887378",160,Done,77.4,-10.4617,"glide-grid_6eti",,,-10.4617,0,,,,,,,,,,,,,1,,,-10.4617,-41.008,-1.43784,-42.4458,3.421,-65.4837
"Z1610887378",161,Done,81.14,-10.4962,"glide-grid_6eti",,,-10.4962,0,,,,,,,,,,,,,1,,,-10.4962,-39.7438,-5.14977,-44.8935,9.02599,-63.2614
"Z1610887378",162,Done,79.25,-10.1362,"glide-grid_6eti",,,-10.1362,-0.287414,,,,,,,,,,,,,1,,,-10.1362,-39.0989,-5.65762,-44.7565,11.7004,-59.5262
"Z1610887378",163,Done,78.52,-9.9946,"glide-grid_6eti",,,-9.9946,-0.933258,,,,,,,,,,,,,1,,,-9.9946,-40.5438,-6.30635,-46.8502,14.6139,-66.7518
"Z1615549391",164,Done,33.82,-7.24465,"glide-grid_6eti",,,-7.24465,-0.7,,,,,,,,,,,,,1,,,-7.24465,-34.3228,-3.61754,-37.9403,1.08387,-55.3961
"Z1623034621",165,Done,60.4,-7.23093,"glide-grid_6eti",,,-7.23093,0,,,,,,,,,,,,,1,,,-7.23093,-32.4101,-8.61164,-41.0217,2.10203,-58.1919
"Z1623034621",166,Done,68.03,-7.06753,"glide-grid_6eti",,,-7.06753,-0.7,,,,,,,,,,,,,1,,,-7.06753,-35.0738,-7.47821,-42.552,1.17891,-63.2989
"Z1623034621",167,Done,69.82,-6.42541,"glide-grid_6eti",,,-6.42541,0,,,,,,,,,,,,,1,,,-6.42541,-36.96,-5.64832,-42.6083,4.89218,-56.9691
"Z1623034621",168,Done,70.94,-4.38675,"glide-grid_6eti",,,-4.38675,0,,,,,,,,,,,,,1,,,-4.38675,-36.1857,-9.51651,-45.7022,6.09005,-59.7757
"Z2123219244",169,Done,99.24,-7.07771,"glide-grid_6eti",,,-7.07771,0,,,,,,,,,,,,,1,,,-7.07771,-44.1741,-1.01782,-45.1919,7.52705,-66.0481
"Z1643502273",170,Done,100.48,-5.26399,"glide-grid_6eti",,,-5.26399,0,,,,,,,,,,,,,1,,,-5.26399,-40.2577,-4.60962,-44.8673,1.53611,-62.6103
"Z1653136478",171,Done,45.69,-7.0026,"glide-grid_6eti",,,-7.0026,0,,,,,,,,,,,,,1,,,-7.0026,-41.1186,1.14319,-39.9754,6.46949,-52.1082
"Z1653136478",172,Done,45.42,-6.4297,"glide-grid_6eti",,,-6.4297,0,,,,,,,,,,,,,1,,,-6.4297,-31.4764,-0.725695,-32.202,4.27526,-49.0924
"Z1654911328",173,Done,59.67,-8.14965,"glide-grid_6eti",,,-8.14965,0,,,,,,,,,,,,,1,,,-8.14965,-40.8804,-3.67746,-44.5579,1.53747,-67.8372
"Z2165062631",174,Done,109.05,-7.53262,"glide-grid_6eti",,,-7.53262,-1.03299,,,,,,,,,,,,,1,,,-7.53262,-38.6109,-4.89299,-43.5039,12.4832,-59.9691
"Z2165062631",175,Done,108.38,-6.62714,"glide-grid_6eti",,,-6.62714,0,,,,,,,,,,,,,1,,,-6.62714,-41.041,-1.35611,-42.3971,6.06223,-60.7252
"Z2169314532",176,Done,71.37,-4.7313,"glide-grid_6eti",,,-4.7313,0,,,,,,,,,,,,,1,,,-4.7313,-39.4847,-2.27079,-41.7555,2.13261,-61.7093
"Z1682711522",177,Done,90.41,-9.40889,"glide-grid_6eti",,,-9.40889,-0.0470702,,,,,,,,,,,,,1,,,-9.40889,-40.8685,-3.46104,-44.3296,3.76217,-66.8723
"Z1683816654",178,Done,55.53,-6.98205,"glide-grid_6eti",,,-6.98205,0,,,,,,,,,,,,,1,,,-6.98205,-45.1096,-2.88919,-47.9988,6.40858,-61.3923
"Z2178762905",179,Done,68.73,-4.33458,"glide-grid_6eti",,,-4.33458,0,,,,,,,,,,,,,1,,,-4.33458,-32.2191,1.01112,-31.208,12.5155,-31.2098
"Z2179537786",180,Done,80.22,-5.67238,"glide-grid_6eti",,,-5.67238,0,,,,,,,,,,,,,1,,,-5.67238,-29.6091,-2.04157,-31.6507,9.62683,-45.0354
"Z2179537786",181,Done,67.66,-6.01331,"glide-grid_6eti",,,-6.01331,-0.867816,,,,,,,,,,,,,1,,,-6.01331,-31.1566,-7.02028,-38.1769,3.86994,-46.0174
"Z2179537786",182,Done,77.85,-6.61858,"glide-grid_6eti",,,-6.61858,-0.574919,,,,,,,,,,,,,1,,,-6.61858,-31.6762,-5.4484,-37.1246,11.1719,-38.8513
"Z2179537786",183,Done,73.06,-6.61958,"glide-grid_6eti",,,-6.61958,-0.48,,,,,,,,,,,,,1,,,-6.61958,-38.6282,-0.73652,-39.3647,4.38353,-41.9236
"Z1688679792",184,Done,49.32,-8.57515,"glide-grid_6eti",,,-8.57515,0,,,,,,,,,,,,,1,,,-8.57515,-41.3634,-1.02778,-42.3912,6.42434,-57.6943
"Z1688679792",185,Done,61.24,-8.26693,"glide-grid_6eti",,,-8.26693,0,,,,,,,,,,,,,1,,,-8.26693,-41.053,-2.72854,-43.7815,4.58414,-64.0791
"Z1514585484",186,Done,76.12,-7.38325,"glide-grid_6eti",,,-7.38325,-0.0897585,,,,,,,,,,,,,1,,,-7.38325,-42.3438,-2.68944,-45.0332,1.57802,-66.0832
"Z1514585484",187,Done,79.05,-8.79334,"glide-grid_6eti",,,-8.79334,-0.357656,,,,,,,,,,,,,1,,,-8.79334,-42.2992,-5.15003,-47.4492,8.81679,-77.167
"Z1038934538",188,Done,60.62,-8.24275,"glide-grid_6eti",,,-8.24275,0,,,,,,,,,,,,,1,,,-8.24275,-40.4236,-2.05229,-42.4759,1.94079,-60.8844
"Z2219324799",189,Done,92.2,-5.72359,"glide-grid_6eti",,,-5.72359,0,,,,,,,,,,,,,1,,,-5.72359,-36.1087,-3.73492,-39.8437,5.89933,-56.8487
"Z2219324799",190,Done,90.76,-6.47472,"glide-grid_6eti",,,-6.47472,0,,,,,,,,,,,,,1,,,-6.47472,-45.6624,-1.21637,-46.8788,2.79812,-71.7828
"Z27743821",191,Done,44.42,-6.34443,"glide-grid_6eti",,,-6.34443,0,,,,,,,,,,,,,1,,,-6.34443,-43.7025,-3.06962,-46.7721,1.17814,-69.5367
"Z438023452",192,Done,51.01,-8.20999,"glide-grid_6eti",,,-8.20999,-0.7,,,,,,,,,,,,,1,,,-8.20999,-42.0105,-3.03773,-45.0482,0.553453,-65.9417
"Z438023452",193,Done,50.2,-8.29061,"glide-grid_6eti",,,-8.29061,-0.7,,,,,,,,,,,,,1,,,-8.29061,-42.3106,-3.3866,-45.6972,3.80885,-68.4302
"Z2220060210",194,Done,71.44,-7.88966,"glide-grid_6eti",,,-7.88966,0,,,,,,,,,,,,,1,,,-7.88966,-41.9449,-0.221886,-42.1668,0,-59.7592
"Z826410738",195,Done,48.74,-8.83832,"glide-grid_6eti",,,-8.83832,0,,,,,,,,,,,,,1,,,-8.83832,-34.8264,-3.69937,-38.5258,2.476,-48.2113
"Z826410738",196,Done,51.11,-9.38789,"glide-grid_6eti",,,-9.38789,0,,,,,,,,,,,,,1,,,-9.38789,-37.9804,-4.72826,-42.7087,0.169927,-63.1157
"Z749331484",197,Done,77.34,-8.17323,"glide-grid_6eti",,,-8.17323,0,,,,,,,,,,,,,1,,,-8.17323,-32.3734,-5.12717,-37.5005,3.6225,-53.0433
"Z749331484",198,Done,69.89,-8.49903,"glide-grid_6eti",,,-8.49903,0,,,,,,,,,,,,,1,,,-8.49903,-32.9705,-5.0482,-38.0187,4.49107,-50.8344
"Z1067812618",199,Done,49.7,-5.42443,"glide-grid_6eti",,,-5.42443,-0.0814551,,,,,,,,,,,,,1,,,-5.42443,-34.2302,-1.89606,-36.1262,1.60622,-49.222
"Z1529248336",200,Done,35.21,-6.76549,"glide-grid_6eti",,,-6.76549,0,,,,,,,,,,,,,1,,,-6.76549,-37.045,-3.07649,-40.1215,2.51512,-56.529
"Z1529870101",201,Done,94.77,-9.10467,"glide-grid_6eti",,,-9.10467,-0.7,,,,,,,,,,,,,1,,,-9.10467,-41.7059,-2.65953,-44.3655,2.53921,-62.099
"Z1529870101",202,Done,95.79,-9.32795,"glide-grid_6eti",,,-9.32795,0,,,,,,,,,,,,,1,,,-9.32795,-42.3659,-4.23616,-46.602,2.56226,-65.0186
"Z737665926",203,Done,83.48,-7.82342,"glide-grid_6eti",,,-7.82342,0,,,,,,,,,,,,,1,,,-7.82342,-42.1537,-2.55827,-44.712,3.17075,-62.8258
"Z1578723276",204,Done,107.62,-7.56598,"glide-grid_6eti",,,-7.56598,-0.7,,,,,,,,,,,,,1,,,-7.56598,-32.3306,-8.67732,-41.0079,5.21834,-61.9511
"Z1578723276",205,Done,118.46,-6.70062,"glide-grid_6eti",,,-6.70062,-0.7,,,,,,,,,,,,,1,,,-6.70062,-37.1349,-6.1752,-43.3101,8.2603,-57.8438
"Z1578723276",206,Done,90.05,-5.9105,"glide-grid_6eti",,,-5.9105,-0.7,,,,,,,,,,,,,1,,,-5.9105,-34.5082,-2.60929,-37.1175,2.93659,-53.1032
"Z1578723276",207,Done,113.55,-6.66569,"glide-grid_6eti",,,-6.66569,-0.7,,,,,,,,,,,,,1,,,-6.66569,-35.1853,-7.75753,-42.9428,8.14075,-60.6893
"Z1082208132",208,Done,114.27,-9.32617,"glide-grid_6eti",,,-9.32617,-0.384964,,,,,,,,,,,,,1,,,-9.32617,-41.3413,-5.70467,-47.046,9.73104,-69.802
"Z1082208132",209,Done,112.4,-9.90803,"glide-grid_6eti",,,-9.90803,-0.282357,,,,,,,,,,,,,1,,,-9.90803,-48.2346,-6.64165,-54.8762,12.5333,-81.9142
"Z1535677860",210,Done,70.65,-7.35336,"glide-grid_6eti",,,-7.35336,0,,,,,,,,,,,,,1,,,-7.35336,-50.3806,-4.07457,-54.4552,2.89064,-84.8281
"Z1535677860",211,Done,83.28,-9.00714,"glide-grid_6eti",,,-9.00714,0,,,,,,,,,,,,,1,,,-9.00714,-46.6467,-2.09733,-48.744,7.42459,-75.8339
"Z1537155242",212,Done,34.58,-8.01379,"glide-grid_6eti",,,-8.01379,0,,,,,,,,,,,,,1,,,-8.01379,-36.2171,-0.495175,-36.7123,0.109607,-54.4643
"Z2043614525",213,Done,46.07,-2.4718,"glide-grid_6eti",,,-2.4718,-0.35,,,,,,,,,,,,,1,,,-2.4718,-20.9205,-5.4815,-26.402,0.218327,-31.4131
"Z2043614525",214,Done,36.15,-2.76491,"glide-grid_6eti",,,-2.76491,-0.7,,,,,,,,,,,,,1,,,-2.76491,-27.0331,1.35781,-25.6753,1.43868,-38.7345
"Z2043614525",215,Done,28.46,-2.43156,"glide-grid_6eti",,,-2.43156,0,,,,,,,,,,,,,1,,,-2.43156,-19.2418,-2.01381,-21.2556,7.52404,-31.3636
"Z2043614525",216,Done,40.17,-3.6862,"glide-grid_6eti",,,-3.6862,0,,,,,,,,,,,,,1,,,-3.6862,-24.7128,-1.83942,-26.5522,5.00118,-38.2782
"Z1538379946",217,Done,48.4,-8.89069,"glide-grid_6eti",,,-8.89069,0,,,,,,,,,,,,,1,,,-8.89069,-38.5252,-3.10628,-41.6315,5.16619,-52.5172
"Z57347242",218,Done,22.46,-8.16448,"glide-grid_6eti",,,-8.16448,0,,,,,,,,,,,,,1,,,-8.16448,-37.6312,-1.33348,-38.9647,0.214846,-60.2901
"Z1551136188",219,Done,150.16,-7.94047,"glide-grid_6eti",,,-7.94047,0,,,,,,,,,,,,,1,,,-7.94047,-41.9347,-4.61758,-46.5523,2.28993,-70.579
"Z1551136188",220,Done,180.37,-7.49176,"glide-grid_6eti",,,-7.49176,0,,,,,,,,,,,,,1,,,-7.49176,-44.3508,-3.89103,-48.2418,3.77921,-71.4919
"Z1552134181",221,Done,117.49,-7.57807,"glide-grid_6eti",,,-7.57807,0,,,,,,,,,,,,,1,,,-7.57807,-40.8593,-2.21228,-43.0716,4.31081,-68.837
"Z1552134181",222,Done,117.22,-7.47413,"glide-grid_6eti",,,-7.47413,0,,,,,,,,,,,,,1,,,-7.47413,-45.5153,-0.593392,-46.1087,2.23898,-72.4986
"Z1554248393",223,Done,78.86,-8.47742,"glide-grid_6eti",,,-8.47742,0,,,,,,,,,,,,,1,,,-8.47742,-45.7888,-1.62421,-47.413,5.08166,-66.2852
"Z1558891036",224,Done,58.02,-6.39879,"glide-grid_6eti",,,-6.39879,-0.595288,,,,,,,,,,,,,1,,,-6.39879,-37.9845,1.12321,-36.8613,5.13374,-46.0688
"Z2066039700",225,Done,31.97,-5.23473,"glide-grid_6eti",,,-5.23473,0,,,,,,,,,,,,,1,,,-5.23473,-30.2761,-0.596156,-30.8723,9.61731,-37.7553
"Z2066039700",226,Done,33.19,-3.75982,"glide-grid_6eti",,,-3.75982,0,,,,,,,,,,,,,1,,,-3.75982,-23.8149,-5.04178,-28.8567,2.22328,-31.6197
"Z2226011915",227,Done,83.7,-6.18182,"glide-grid_6eti",,,-6.18182,0,,,,,,,,,,,,,1,,,-6.18182,-37.3713,-5.70038,-43.0716,4.71912,-59.802
"Z1566508004",228,Done,97.13,-9.11464,"glide-grid_6eti",,,-9.11464,-0.228706,,,,,,,,,,,,,1,,,-9.11464,-37.4902,-3.40213,-40.8923,4.92517,-61.4503
"Z1566508004",229,Done,119.04,-9.27216,"glide-grid_6eti",,,-9.27216,-0.48,,,,,,,,,,,,,1,,,-9.27216,-42.4633,-3.76713,-46.2305,10.737,-63.4882
"Z1124252343",230,Done,43.33,-7.5479,"glide-grid_6eti",,,-7.5479,0,,,,,,,,,,,,,1,,,-7.5479,-38.0536,-3.49601,-41.5496,6.74492,-56.625
"Z1124252343",231,Done,50.82,-7.66722,"glide-grid_6eti",,,-7.66722,0,,,,,,,,,,,,,1,,,-7.66722,-39.9785,-2.44682,-42.4253,1.67599,-60.3623
"Z2143916721",232,Done,94.46,-6.36793,"glide-grid_6eti",,,-6.36793,-0.106417,,,,,,,,,,,,,1,,,-6.36793,-48.9722,-3.77956,-52.7517,1.44639,-79.8279
"Z2143916721",233,Done,94.62,-7.35752,"glide-grid_6eti",,,-7.35752,0,,,,,,,,,,,,,1,,,-7.35752,-45.7399,-6.59411,-52.334,14.3114,-76.0468
"Z1126763719",234,Done,28.86,-8.51426,"glide-grid_6eti",,,-8.51426,0,,,,,,,,,,,,,1,,,-8.51426,-39.2712,-4.11986,-43.3911,3.60402,-63.5772
"Z1126763719",235,Done,24.71,-8.06417,"glide-grid_6eti",,,-8.06417,0,,,,,,,,,,,,,1,,,-8.06417,-38.8956,-3.6434,-42.539,5.91974,-60.969
"Z968912532",236,Done,66.11,-8.67932,"glide-grid_6eti",,,-8.67932,-0.584189,,,,,,,,,,,,,1,,,-8.67932,-46.6422,-2.96454,-49.6067,1.83745,-77.9743
"Z1137747912",237,Done,102.89,-9.07365,"glide-grid_6eti",,,-9.07365,-0.540216,,,,,,,,,,,,,1,,,-9.07365,-40.0124,-2.51107,-42.5235,3.22954,-57.5172
"Z1137747912",238,Done,90.75,-9.16311,"glide-grid_6eti",,,-9.16311,0,,,,,,,,,,,,,1,,,-9.16311,-38.7532,-3.0966,-41.8498,6.49425,-61.183
"Z2091948198",239,Done,50.6,-6.68725,"glide-grid_6eti",,,-6.68725,0,,,,,,,,,,,,,1,,,-6.68725,-37.651,-1.95151,-39.6025,8.65223,-55.654
"Z2091948198",240,Done,49.19,-6.48915,"glide-grid_6eti",,,-6.48915,0,,,,,,,,,,,,,1,,,-6.48915,-35.689,-0.467745,-36.1567,5.98007,-53.1217
"Z2092526300",241,Done,24.62,-8.38676,"glide-grid_6eti",,,-8.38676,0,,,,,,,,,,,,,1,,,-8.38676,-39.8418,-1.78129,-41.6231,1.96008,-59.3575
"Z2092851951",242,Done,93.01,-6.90794,"glide-grid_6eti",,,-6.90794,-0.491212,,,,,,,,,,,,,1,,,-6.90794,-41.2494,-4.51369,-45.7631,0,-69.3708
"Z2092851951",243,Done,95.78,-7.9783,"glide-grid_6eti",,,-7.9783,-0.7,,,,,,,,,,,,,1,,,-7.9783,-40.2099,-6.87011,-47.08,7.15018,-65.2448
"Z963804490",244,Done,33.51,-5.54503,"glide-grid_6eti",,,-5.54503,-0.7,,,,,,,,,,,,,1,,,-5.54503,-34.2985,-0.740792,-35.0393,3.95272,-48.0102
"Z1601657934",245,Done,23.68,-5.64121,"glide-grid_6eti",,,-5.64121,0,,,,,,,,,,,,,1,,,-5.64121,-29.1003,-2.79558,-31.8958,5.12357,-44.3787
"Z1601657934",246,Done,22.4,-4.36547,"glide-grid_6eti",,,-4.36547,0,,,,,,,,,,,,,1,,,-4.36547,-35.3147,0.723706,-34.591,1.43881,-52.1873
"Z1603610303",247,Done,64.5,-3.7905,"glide-grid_6eti",,,-3.7905,0,,,,,,,,,,,,,1,,,-3.7905,-37.5247,-5.52459,-43.0493,2.00272,-61.3976
"Z1603610303",248,Done,90.9,-4.58411,"glide-grid_6eti",,,-4.58411,0,,,,,,,,,,,,,1,,,-4.58411,-40.3915,-1.56591,-41.9574,9.02655,-58.4705
"Z1603686277",249,Done,77.14,-7.56318,"glide-grid_6eti",,,-7.56318,-0.35435,,,,,,,,,,,,,1,,,-7.56318,-36.9474,-6.00179,-42.9492,0.453052,-61.5947
"Z2102983665",250,Done,85.72,-8.51144,"glide-grid_6eti",,,-8.51144,-0.7,,,,,,,,,,,,,1,,,-8.51144,-32.3347,-4.83282,-37.1676,4.69517,-48.5807
"Z2102983665",251,Done,84.07,-8.1385,"glide-grid_6eti",,,-8.1385,0,,,,,,,,,,,,,1,,,-8.1385,-31.7545,-5.56271,-37.3172,3.85709,-49.3942
"Z1404558093",252,Done,20.51,-1.51182,"glide-grid_6eti",,,-1.51182,-0.630784,,,,,,,,,,,,,1,,,-1.51182,-34.5021,-6.27372,-40.7758,4.32052,-52.9652
"Z1802347338",253,Done,37.55,-8.85359,"glide-grid_6eti",,,-8.85359,-0.341749,,,,,,,,,,,,,1,,,-8.85359,-35.4439,-3.50871,-38.9526,2.86175,-54.0761
"Z1817300915",254,Done,113.04,-4.40187,"glide-grid_6eti",,,-4.40187,0,,,,,,,,,,,,,1,,,-4.40187,-34.6802,-5.13325,-39.8135,7.2403,-54.9439
"Z1424384619",255,Done,88.25,-8.23063,"glide-grid_6eti",,,-8.23063,-0.556523,,,,,,,,,,,,,1,,,-8.23063,-44.8789,1.73852,-43.1403,1.87238,-63.8377
"Z1424384619",256,Done,84.23,-7.71577,"glide-grid_6eti",,,-7.71577,-0.664963,,,,,,,,,,,,,1,,,-7.71577,-39.9799,-3.06984,-43.0498,4.28106,-62.0101
"Z1831449588",257,Done,68.96,-7.13794,"glide-grid_6eti",,,-7.13794,-0.690054,,,,,,,,,,,,,1,,,-7.13794,-41.5269,-5.25831,-46.7852,14.647,-63.4962
"Z1831449588",258,Done,66.93,-8.29735,"glide-grid_6eti",,,-8.29735,0,,,,,,,,,,,,,1,,,-8.29735,-42.3879,-0.522841,-42.9107,1.55586,-59.6684
"Z1831305582",259,Done,47.37,-8.22676,"glide-grid_6eti",,,-8.22676,0,,,,,,,,,,,,,1,,,-8.22676,-44.8392,-0.97885,-45.8181,0.238685,-68.1154
"Z1831305582",260,Done,43.48,-8.12334,"glide-grid_6eti",,,-8.12334,0,,,,,,,,,,,,,1,,,-8.12334,-42.3937,-1.54156,-43.9352,0.181356,-66.0206
"Z1839838218",261,Done,75.79,-7.27083,"glide-grid_6eti",,,-7.27083,0,,,,,,,,,,,,,1,,,-7.27083,-45.7389,-4.00362,-49.7425,2.74726,-75.2472
"Z1839838218",262,Done,76.28,-8.11778,"glide-grid_6eti",,,-8.11778,-0.397382,,,,,,,,,,,,,1,,,-8.11778,-47.9954,-5.013,-53.0084,6.44028,-70.2638
"Z1839838218",263,Done,89.18,-7.24654,"glide-grid_6eti",,,-7.24654,0,,,,,,,,,,,,,1,,,-7.24654,-47.3675,-4.22099,-51.5884,1.54253,-73.8231
"Z1839838218",264,Done,88.86,-9.18661,"glide-grid_6eti",,,-9.18661,0,,,,,,,,,,,,,1,,,-9.18661,-47.9485,-3.70932,-51.6578,3.35575,-70.9064
"Z1839838218",265,Done,89.45,-8.67692,"glide-grid_6eti",,,-8.67692,0,,,,,,,,,,,,,1,,,-8.67692,-45.8897,-0.305041,-46.1947,3.60973,-78.1904
"Z1839838218",266,Done,90.56,-8.19826,"glide-grid_6eti",,,-8.19826,-0.590798,,,,,,,,,,,,,1,,,-8.19826,-48.9723,-1.39955,-50.3719,6.63027,-69.6576
"Z1839838218",267,Done,74.45,-9.21127,"glide-grid_6eti",,,-9.21127,0,,,,,,,,,,,,,1,,,-9.21127,-48.2571,-0.0233255,-48.2804,2.95572,-60.3664
"Z1839838218",268,Done,76.02,-7.08221,"glide-grid_6eti",,,-7.08221,0,,,,,,,,,,,,,1,,,-7.08221,-42.6799,-2.57097,-45.2508,2.27174,-61.9062
"Z1739011880",269,Done,60.2,-2.69056,"glide-grid_6eti",,,-2.69056,0,,,,,,,,,,,,,1,,,-2.69056,-31.9167,-2.43128,-34.348,1.54237,-45.8129
"Z1452022196",270,Done,128.36,-7.39774,"glide-grid_6eti",,,-7.39774,-0.353386,,,,,,,,,,,,,1,,,-7.39774,-39.9211,-5.5996,-45.5207,5.46902,-65.8866
"Z1753995353",271,Done,52.8,-7.5525,"glide-grid_6eti",,,-7.5525,-0.96,,,,,,,,,,,,,1,,,-7.5525,-42.9248,-2.1419,-45.0667,9.06232,-55.4863
"Z1753995353",272,Done,59.01,-9.3619,"glide-grid_6eti",,,-9.3619,0,,,,,,,,,,,,,1,,,-9.3619,-38.798,-1.25906,-40.057,0,-66.1263
"Z1753995353",273,Done,79.44,-9.39672,"glide-grid_6eti",,,-9.39672,-0.0118657,,,,,,,,,,,,,1,,,-9.39672,-40.5941,-1.57644,-42.1705,10.3216,-54.0643
"Z1753995353",274,Done,60.9,-9.54594,"glide-grid_6eti",,,-9.54594,-0.602608,,,,,,,,,,,,,1,,,-9.54594,-39.3539,-4.82067,-44.1745,10.3107,-59.7877
"Z1753995353",275,Done,65.96,-9.72667,"glide-grid_6eti",,,-9.72667,0,,,,,,,,,,,,,1,,,-9.72667,-44.3314,-2.59387,-46.9253,2.63947,-57.6489
"Z1753995353",276,Done,67.82,-9.30627,"glide-grid_6eti",,,-9.30627,0,,,,,,,,,,,,,1,,,-9.30627,-46.3339,-2.36847,-48.7024,3.06876,-78.4925
"Z1753995353",277,Done,76.91,-10.3037,"glide-grid_6eti",,,-10.3037,-0.7,,,,,,,,,,,,,1,,,-10.3037,-43.1881,-4.51233,-47.7004,4.29734,-66.5573
"Z1753995353",278,Done,92.08,-9.46851,"glide-grid_6eti",,,-9.46851,-0.644021,,,,,,,,,,,,,1,,,-9.46851,-46.2023,-0.790147,-46.9924,5.95526,-76.6272
"Z1753995353",279,Done,72.04,-9.963,"glide-grid_6eti",,,-9.963,-0.96,,,,,,,,,,,,,1,,,-9.963,-44.9096,-1.49763,-46.4073,6.4995,-69.8456
"Z1753995353",280,Done,75.02,-8.86197,"glide-grid_6eti",,,-8.86197,-0.7,,,,,,,,,,,,,1,,,-8.86197,-44.3232,-2.9607,-47.2839,3.61659,-74.3136
"Z1753995353",281,Done,76.31,-10.3551,"glide-grid_6eti",,,-10.3551,-0.657463,,,,,,,,,,,,,1,,,-10.3551,-43.6023,-5.33048,-48.9327,4.43144,-67.5031
"Z1753995353",282,Done,73.62,-7.97827,"glide-grid_6eti",,,-7.97827,-0.48,,,,,,,,,,,,,1,,,-7.97827,-43.6586,-3.87212,-47.5307,0.588264,-76.3897
"Z1753995353",283,Done,81.63,-9.54917,"glide-grid_6eti",,,-9.54917,-0.462436,,,,,,,,,,,,,1,,,-9.54917,-42.9127,-2.51887,-45.4315,7.15526,-63.3052
