,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel,SMILES
2445,Z2027626206,19612,Done,96.13,-9.28445,glide-grid_6eti,,,-9.28445,-0.7,,,,,,,,,,,,,1.0,,,-9.28445,-34.2253,-9.63723,-43.8625,16.2213,-39.8161,C[C@H](O)C[NH+]1CCN(C(=O)[C@](C)(O)c2ccccc2C(F)(F)F)C[C@H]1C
2446,Z1521929525,21500,Done,95.66,-9.28437,glide-grid_6eti,,,-9.28437,0.0,,,,,,,,,,,,,1.0,,,-9.28437,-50.3633,-3.30465,-53.6679,3.19079,-82.4365,NC(=O)N1CCCN(C(=O)c2ccn(-c3ccc(Cl)cc3)n2)CC1
2447,Z1527067014,11854,Done,55.69,-9.28418,glide-grid_6eti,,,-9.28418,-0.7,,,,,,,,,,,,,1.0,,,-9.28418,-47.8506,1.34955,-46.501,0.14299,-69.4705,FC(F)Oc1cccc([C@@H]2CN(c3ncnc4[nH]ccc34)CCO2)c1
2450,Z1994387487,16254,Done,37.84,-9.28355,glide-grid_6eti,,,-9.28355,0.0,,,,,,,,,,,,,1.0,,,-9.28355,-43.0608,-0.11582,-43.1766,3.96307,-57.0234,CCn1ncc2cc(C(=O)NC3CCC4(CCOCC4)CC3)c(C)nc21
2451,Z1719625346,21128,Done,108.29,-9.28354,glide-grid_6eti,,,-9.28354,-0.469844,,,,,,,,,,,,,1.0,,,-9.28354,-38.0719,-2.55473,-40.6266,12.033,-60.8439,O=C(NCC1(Cc2ccc(F)cc2)CC1)N1CCn2ncnc2C1
2452,Z1632048167,17598,Done,103.94,-9.28332,glide-grid_6eti,,,-9.28332,0.0,,,,,,,,,,,,,1.0,,,-9.28332,-50.2236,-5.09856,-55.3222,9.87968,-77.5171,CCS(=O)(=O)N1CCC(NC(=O)N2CCC[C@H]2c2nc(-c3ccccc3)n[nH]2)CC1
2455,Z544152688,3976,Done,100.02,-9.28236,glide-grid_6eti,,,-9.28236,-0.0636317,,,,,,,,,,,,,1.0,,,-9.28236,-43.6951,-3.60389,-47.299,7.22865,-69.9863,COc1ccc(CNC(=O)N2CCC[C@@H]2C(=O)NC2CC2)cc1F
2457,Z933627664,647,Done,48.01,-9.28183,glide-grid_6eti,,,-9.28183,0.0,,,,,,,,,,,,,1.0,,,-9.28183,-45.5881,-2.96554,-48.5536,2.63995,-78.1286,O=C(c1cn(-c2ccccc2C(F)(F)F)nn1)N1CC[NH+]2CCC[C@H]2C1
2458,Z3007692089,9246,Done,58.29,-9.28181,glide-grid_6eti,,,-9.28181,-0.610035,,,,,,,,,,,,,1.0,,,-9.28181,-35.5715,-4.25263,-39.8241,3.50601,-54.9847,CC(C)(N)C(=O)NCC1(Cc2cccc(Br)c2)CC1
2459,Z2394571276,16921,Done,40.17,-9.28153,glide-grid_6eti,,,-9.28153,0.0,,,,,,,,,,,,,1.0,,,-9.28153,-37.2,-2.38705,-39.587,5.26953,-57.8711,C[C@@H](C(=O)Nc1ccc2c(c1F)CC[NH2+]C2)c1ccccc1F
2460,Z1517738233,20711,Done,37.68,-9.2814,glide-grid_6eti,,,-9.2814,0.0,,,,,,,,,,,,,1.0,,,-9.2814,-45.9385,-1.81021,-47.7487,6.3139,-65.7671,C[C@@H](Cc1cccc(Cl)c1)C(=O)N1CCc2nn(C)c(=O)cc2C1
2462,Z2780767931,19096,Done,34.57,-9.28099,glide-grid_6eti,,,-9.28099,-0.345651,,,,,,,,,,,,,1.0,,,-9.28099,-38.7927,-3.51527,-42.308,1.80375,-65.3294,NC(=O)[C@H]1CCCN1C(=O)Cc1coc2c(Cl)c(Cl)ccc12
2463,Z367282424,7903,Done,53.69,-9.28046,glide-grid_6eti,,,-9.28046,-0.7,,,,,,,,,,,,,1.0,,,-9.28046,-37.0035,-3.86421,-40.8677,4.4491,-58.0214,CNC(=O)[C@H]1CCCCN1C(=O)Cc1ccc2c(c1)CCO2
2464,Z1504916730,14482,Done,35.68,-9.28016,glide-grid_6eti,,,-9.28016,0.0,,,,,,,,,,,,,1.0,,,-9.28016,-41.9929,-1.18212,-43.175,1.12625,-65.4658,Cn1cc(NC(=O)c2ccc3ncccc3c2)c(C(F)(F)F)n1
2466,Z2946726376,2374,Done,81.79,-9.28009,glide-grid_6eti,,,-9.28009,0.0,,,,,,,,,,,,,1.0,,,-9.28009,-49.7322,-0.704964,-50.4372,1.88438,-77.4586,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1cc2cccn2cn1
2468,Z606260142,7740,Done,45.67,-9.27941,glide-grid_6eti,,,-9.27941,-1.17776,,,,,,,,,,,,,1.0,,,-9.27941,-43.2915,-3.1795,-46.471,0.947564,-71.0339,Cc1nc(-c2cccc(NC(=O)c3ccc(=O)[nH]n3)c2)n[nH]1
2469,Z2434023928,16882,Done,63.36,-9.2786,glide-grid_6eti,,,-9.2786,0.0,,,,,,,,,,,,,1.0,,,-9.2786,-42.8136,-2.46041,-45.274,1.06723,-68.7915,[NH3+][C@H]1CCC[C@@H](C(=O)Nc2ccc3nc(N4CCOCC4)sc3c2)C1
2470,Z2909484988,2216,Done,45.42,-9.27842,glide-grid_6eti,,,-9.27842,-0.7,,,,,,,,,,,,,1.0,,,-9.27842,-31.6049,-7.03,-38.6349,8.45515,-52.1217,O=C([O-])[C@@H]1CCCN(C(=O)[C@H]2CCCc3c(O)cccc32)C1
2472,Z1919903106,18052,Done,31.75,-9.27712,glide-grid_6eti,,,-9.27712,0.0,,,,,,,,,,,,,1.0,,,-9.27712,-38.2498,-3.67581,-41.9256,2.32365,-63.739,O=C1C[C@]2(CCN(C(=O)Cc3coc4cc(F)ccc34)C2)CN1
2477,Z1400715275,4794,Done,100.81,-9.27508,glide-grid_6eti,,,-9.27508,0.0,,,,,,,,,,,,,1.0,,,-9.27508,-51.9322,-0.424078,-52.3563,11.462,-75.1141,COC(=O)c1ccc(-c2nc(CN3CCO[C@H]([C@@H]4CCCO4)C3)cs2)cc1
2478,Z1021956942,7883,Done,62.65,-9.27463,glide-grid_6eti,,,-9.27463,0.0,,,,,,,,,,,,,1.0,,,-9.27463,-39.8231,-4.31471,-44.1378,5.3939,-69.6715,O=C(NCCc1cnn(-c2ccccc2)c1)c1cccc(F)c1F
2479,Z3057354991,15883,Done,41.14,-9.27444,glide-grid_6eti,,,-9.27444,-0.661076,,,,,,,,,,,,,1.0,,,-9.27444,-39.913,-2.33909,-42.2521,5.92266,-56.6677,Cc1c[nH]nc1C(=O)N1CCN(C(=O)c2n[nH]cc2C)[C@H]2CCCC[C@@H]21
2480,Z1548044360,3553,Done,40.63,-9.27368,glide-grid_6eti,,,-9.27368,0.0,,,,,,,,,,,,,1.0,,,-9.27368,-38.6179,-1.5753,-40.1932,3.79395,-51.0122,Cc1ccc(C23C[C@@H]4C[C@H](CC(C(=O)N5CCC6(CC5)NC(=O)N(C)C6=O)(C4)C2)C3)cc1C
2481,Z999955604,9344,Done,53.65,-9.27334,glide-grid_6eti,,,-9.27334,-0.7,,,,,,,,,,,,,1.0,,,-9.27334,-40.3231,-3.77168,-44.0948,2.8042,-61.2321,CCc1nc2ccccc2n1CC(=O)N1CCCC[C@@H]1c1ncc[nH]1
2482,Z1166227704,17469,Done,78.66,-9.27261,glide-grid_6eti,,,-9.27261,-0.7,,,,,,,,,,,,,1.0,,,-9.27261,-36.4509,-6.05006,-42.501,2.35601,-64.5544,CC(C)CNC(=O)N1CCC([C@H](O)c2ccc(Cl)cc2)CC1
2483,Z915500318,20117,Done,47.26,-9.27258,glide-grid_6eti,,,-9.27258,0.0,,,,,,,,,,,,,1.0,,,-9.27258,-44.4786,-0.875844,-45.3544,2.59018,-71.1744,O=C(Nc1ccccc1-c1nc2ccccc2s1)c1ccnc(F)c1
2485,Z1566508004,229,Done,119.04,-9.27216,glide-grid_6eti,,,-9.27216,-0.48,,,,,,,,,,,,,1.0,,,-9.27216,-42.4633,-3.76713,-46.2305,10.737,-63.4882,O=C(c1ccc(-c2nc(C3CC3)n[nH]2)cc1)N1CCOC[C@H]1CCO
2486,Z2213428216,19658,Done,41.23,-9.27201,glide-grid_6eti,,,-9.27201,0.0,,,,,,,,,,,,,1.0,,,-9.27201,-46.2366,0.49186,-45.7448,5.91301,-70.4848,CC(C)n1cc2c(n1)[C@H](NC(=O)Cc1c[nH]c3cccc(Cl)c13)CCC2
2488,Z4187413110,4996,Done,82.2,-9.2711,glide-grid_6eti,,,-9.2711,0.0,,,,,,,,,,,,,1.0,,,-9.2711,-35.6987,-0.0862967,-35.785,7.73953,-55.9607,O=C([O-])C[C@@H]1CCCN(C(=O)c2cc(C3CC3)nc(C(F)(F)F)c2)C1
2491,Z1954677912,394,Done,21.58,-9.2701,glide-grid_6eti,,,-9.2701,-0.96,,,,,,,,,,,,,1.0,,,-9.2701,-31.1245,-4.66556,-35.79,6.61827,-50.9914,C[C@@H]1CN(C(=O)c2c(O)cccc2F)C[C@]2(CCOC2)O1
2494,Z1538133962,13368,Done,43.3,-9.26874,glide-grid_6eti,,,-9.26874,-0.459052,,,,,,,,,,,,,1.0,,,-9.26874,-33.1532,-3.5878,-36.741,2.19955,-56.3078,O=C(NCc1ccc2c(c1)COC2)NC1CCC(F)(F)CC1
2495,Z2023199832,10454,Done,31.7,-9.26857,glide-grid_6eti,,,-9.26857,0.0,,,,,,,,,,,,,1.0,,,-9.26857,-40.7129,-2.19849,-42.9114,2.773,-60.7538,O=C(N[C@H]1CCOc2c1ccc(Cl)c2Cl)c1cccc(=O)[nH]1
2496,Z1618229094,372,Done,54.58,-9.26825,glide-grid_6eti,,,-9.26825,-0.7,,,,,,,,,,,,,1.0,,,-9.26825,-34.7642,-4.41113,-39.1753,4.0133,-54.6834,CCC1(CO)CCN(c2nc(-c3ccc(C)cc3)no2)CC1
2500,Z1538371963,16274,Done,62.3,-9.26645,glide-grid_6eti,,,-9.26645,0.0,,,,,,,,,,,,,1.0,,,-9.26645,-47.7549,-0.83258,-48.5875,6.21841,-65.9689,O=C(N[C@@H]1CCCN(c2ccccc2F)C1=O)N1CCCOCC1
2502,Z3686656476,2400,Done,170.06,-9.266,glide-grid_6eti,,,-9.266,0.0,,,,,,,,,,,,,1.0,,,-9.266,-43.821,-2.42357,-46.2446,5.05072,-65.5483,C[NH+](C)C[C@@H]1C[C@H](O)CN1c1cc(N2CCC(=Cc3ccccc3)CC2)ncn1
2508,Z4503232477,1756,Done,51.62,-9.26421,glide-grid_6eti,,,-9.26421,-0.7,,,,,,,,,,,,,1.0,,,-9.26421,-43.8774,-4.38583,-48.2632,2.12567,-74.1485,CN(CCNC(=O)c1cc(=O)[nH]c2ccccc12)c1ccccc1
2509,Z1499030024,16246,Done,50.61,-9.26394,glide-grid_6eti,,,-9.26394,0.0,,,,,,,,,,,,,1.0,,,-9.26394,-35.073,-3.98564,-39.0586,2.10054,-58.9767,CCc1cccc(CC(=O)N[C@H]2CCCc3cn[nH]c32)c1
2511,Z2780639656,11471,Done,38.9,-9.26336,glide-grid_6eti,,,-9.26336,-0.0202467,,,,,,,,,,,,,1.0,,,-9.26336,-30.3645,-5.1578,-35.5223,1.95551,-47.2277,O=C(NCc1cccc2c1OCC2)[C@@]12CCC[C@@H]1OCC2
2513,Z1996453768,4605,Done,37.07,-9.26275,glide-grid_6eti,,,-9.26275,0.0,,,,,,,,,,,,,1.0,,,-9.26275,-42.3449,0.382067,-41.9628,2.80149,-62.3354,Cn1c([C@@H]2CCCN2C(=O)[C@H]2CCCC(=O)N2)nc2ccccc21
2515,Z495497330,11615,Done,75.92,-9.26201,glide-grid_6eti,,,-9.26201,0.0,,,,,,,,,,,,,1.0,,,-9.26201,-36.7721,-4.76781,-41.5399,3.14472,-70.9324,C[NH+]1CCN(c2ccc(CNC(=O)N[C@@H]3c4ccccc4C[C@H]3O)cn2)CC1
2516,Z1012938932,11287,Done,52.63,-9.26165,glide-grid_6eti,,,-9.26165,0.0,,,,,,,,,,,,,1.0,,,-9.26165,-43.0698,-4.86778,-47.9375,16.453,-68.4749,CC(=O)N(C)C1CCN(C(=O)NCc2csc3ccccc23)CC1
2517,Z1449917375,20392,Done,41.17,-9.26162,glide-grid_6eti,,,-9.26162,-0.0177249,,,,,,,,,,,,,1.0,,,-9.26162,-46.3115,-0.162105,-46.4736,1.8158,-71.6012,Cc1nc([C@H]2CCCN(c3nc(-c4cccnc4)nc4c3CCC4)C2)n[nH]1
2518,Z2160652821,7551,Done,78.82,-9.2614,glide-grid_6eti,,,-9.2614,0.0,,,,,,,,,,,,,1.0,,,-9.2614,-40.7613,0.334571,-40.4267,8.83837,-52.0367,Fc1ccc(C2(c3noc(CCc4cnccn4)n3)CCCC2)c(F)c1
2519,Z1731134003,8950,Done,121.25,-9.26111,glide-grid_6eti,,,-9.26111,-0.7,,,,,,,,,,,,,1.0,,,-9.26111,-42.6925,-2.43987,-45.1323,2.18054,-68.6607,NC(=O)c1cc(NC(=O)NC2(Cc3ccccc3)CC2)ccc1F
2521,Z4661830682,1533,Done,33.3,-9.26077,glide-grid_6eti,,,-9.26077,0.0,,,,,,,,,,,,,1.0,,,-9.26077,-42.5591,-4.8907,-47.4498,6.13467,-66.877,O=C(Nc1[nH]nc2ccc(F)cc12)[C@H]1CCOc2ccc(Cl)cc21
2522,Z503780312,20824,Done,108.11,-9.26038,glide-grid_6eti,,,-9.26038,0.0,,,,,,,,,,,,,1.0,,,-9.26038,-50.2412,-1.88439,-52.1256,2.99709,-81.6901,O=C(Nc1ccc(Cn2ccnc2)cc1)c1cccc(Cn2ccnc2)c1
2525,Z1848639991,19170,Done,63.14,-9.26005,glide-grid_6eti,,,-9.26005,0.0,,,,,,,,,,,,,1.0,,,-9.26005,-49.8405,-0.386082,-50.2266,6.64084,-65.4538,Cc1nn(-c2ccc(Cl)cc2)c(NC(=O)[C@H](C)Cc2c(C)nn(C)c2C)c1C
2529,Z2396369939,10335,Done,73.81,-9.2586,glide-grid_6eti,,,-9.2586,-0.713425,,,,,,,,,,,,,1.0,,,-9.2586,-39.6694,-6.06692,-45.7363,5.00112,-68.3124,Cc1n[nH]c([C@H]2CC[C@H](CNC(=O)Cc3ccccc3Cl)O2)n1
2533,Z1095617563,4633,Done,48.92,-9.25736,glide-grid_6eti,,,-9.25736,0.0,,,,,,,,,,,,,1.0,,,-9.25736,-31.5554,-1.82527,-33.3807,0.0,13.2456,CS(=O)(=O)NC[C@@H]1CCCCN1C(=O)[C@H]1CS[C@]2(c3ccc(F)cc3)CCC(=O)N12
2535,Z1716616268,8413,Done,62.2,-9.25678,glide-grid_6eti,,,-9.25678,0.0,,,,,,,,,,,,,1.0,,,-9.25678,-48.2606,-2.97773,-51.2383,2.83719,-77.2294,C[S@](=O)c1cccc(C(=O)N2CCN(c3ccc(Cl)cn3)CC2)c1
2536,Z1514685003,11734,Done,144.86,-9.25662,glide-grid_6eti,,,-9.25662,0.0,,,,,,,,,,,,,1.0,,,-9.25662,-52.4382,-0.609949,-53.0482,2.84527,-83.2357,O=C(NCCc1ccccc1)c1ccc(NC(=O)N2CC[C@H](C3CCOCC3)C2)cc1
2538,Z1816710662,10615,Done,27.79,-9.25555,glide-grid_6eti,,,-9.25555,-0.575479,,,,,,,,,,,,,1.0,,,-9.25555,-34.8473,-3.72202,-38.5693,3.90552,-54.088,Cc1ccc([C@@H]2COCCN2C(=O)c2c[nH]c(=O)c3ccccc23)o1
2539,Z2056866495,9572,Done,45.83,-9.2549,glide-grid_6eti,,,-9.2549,0.0,,,,,,,,,,,,,1.0,,,-9.2549,-40.8132,-4.09564,-44.9088,7.70634,-59.8401,C[C@@H]1CN(C(=O)N[C@H]2CC[C@H]3CCCC[C@H]3C2)C[C@H]1C(N)=O
2540,Z2295865264,2107,Done,46.41,-9.25458,glide-grid_6eti,,,-9.25458,0.0,,,,,,,,,,,,,1.0,,,-9.25458,-38.9888,-0.486382,-39.4752,2.26678,-55.0242,O=C([O-])c1ccccc1-c1ccccc1C(=O)N[C@@H]1C[C@H]2CC[C@@H]1O2
2541,Z1556582094,11783,Done,64.73,-9.25439,glide-grid_6eti,,,-9.25439,-0.7,,,,,,,,,,,,,1.0,,,-9.25439,-39.4764,-7.48101,-46.9574,2.36099,-73.8999,COc1ccn2ncc(C(=O)N[C@H](Cc3ccccc3)C(N)=O)c2c1
2542,Z2951424699,934,Done,74.56,-9.25427,glide-grid_6eti,,,-9.25427,-0.7,,,,,,,,,,,,,1.0,,,-9.25427,-48.1896,-3.98908,-52.1787,0.922294,-83.7708,O=C(c1ccc(Cc2ccccc2)[nH]1)N1CCCC[C@@H]1c1ncc[nH]1
2543,Z1376277392,14856,Done,80.71,-9.2537,glide-grid_6eti,,,-9.2537,0.0,,,,,,,,,,,,,1.0,,,-9.2537,-39.0442,-4.39283,-43.437,3.49812,-73.0696,Cc1ccnc(Oc2ccc(NC(=O)[C@H]3C[C@H]3c3ccc(F)cc3)cc2)n1
2544,Z1314292293,14647,Done,67.02,-9.25353,glide-grid_6eti,,,-9.25353,-0.7,,,,,,,,,,,,,1.0,,,-9.25353,-34.1971,-5.5691,-39.7662,12.6668,-45.6237,COc1ccccc1[C@H]1CCCN1C(=O)CC1(O)CCCCC1
2547,Z1505720228,21336,Done,62.85,-9.25293,glide-grid_6eti,,,-9.25293,0.0,,,,,,,,,,,,,1.0,,,-9.25293,-44.2664,-1.50658,-45.773,5.93518,-64.0334,Cc1ccc(Cl)cc1C(=O)N1CCN(C(=O)c2ccccc2)CC1
2548,Z2271120586,19078,Done,36.72,-9.25239,glide-grid_6eti,,,-9.25239,-0.348239,,,,,,,,,,,,,1.0,,,-9.25239,-40.8897,-1.49099,-42.3807,0.127772,-64.0814,c1cnc(-c2ccnc(N[C@@H]3CC[C@H]4CCCC[C@H]4C3)n2)cn1
2550,Z2091788341,5616,Done,88.65,-9.25153,glide-grid_6eti,,,-9.25153,-0.221385,,,,,,,,,,,,,1.0,,,-9.25153,-52.3207,-1.11233,-53.433,5.54306,-75.2915,Cc1ccc2nc(-c3cccnc3)cc(C(=O)N3CCC[C@@H]3C[C@]3(C)NC(=O)NC3=O)c2c1
2554,Z2910814106,18326,Done,78.06,-9.25019,glide-grid_6eti,,,-9.25019,-0.2835,,,,,,,,,,,,,1.0,,,-9.25019,-31.4418,-4.0484,-35.4902,2.2929,-53.526,CC1(C)C[C@H](NC(=O)[C@H]2CC(C(=O)[O-])=[NH+]N2c2ccccc2)CCO1
2555,Z3686777384,18369,Done,56.89,-9.24999,glide-grid_6eti,,,-9.24999,0.0,,,,,,,,,,,,,1.0,,,-9.24999,-46.9826,0.34199,-46.6406,0.683228,-72.1609,C[C@@H]1Cc2c(C(=O)NCc3cccnc3-n3ccnc3)nn(C)c2[C@H](C)O1
2557,Z2222180796,18984,Done,68.07,-9.24921,glide-grid_6eti,,,-9.24921,0.0,,,,,,,,,,,,,1.0,,,-9.24921,-45.3714,-1.10233,-46.4737,1.31862,-71.5895,Fc1ccc(Br)cc1-c1noc(CCc2nc(-c3ccccn3)no2)n1
2559,Z2027668388,4500,Done,89.63,-9.24851,glide-grid_6eti,,,-9.24851,0.0,,,,,,,,,,,,,1.0,,,-9.24851,-43.903,-6.42494,-50.3279,4.93288,-74.7568,O=C(NCC1([C@H](O)c2ccccc2)CC1)c1cnn2c(=O)cc[nH]c12
2563,Z1499080598,20831,Done,84.17,-9.24741,glide-grid_6eti,,,-9.24741,-8.9682e-05,,,,,,,,,,,,,1.0,,,-9.24741,-42.2975,-5.5169,-47.8144,7.63128,-69.4471,CS(=O)(=O)c1ccc(CNC(=O)N2CCC(C3CCOCC3)CC2)cc1
2565,Z1055920062,8682,Done,42.55,-9.24694,glide-grid_6eti,,,-9.24694,0.0,,,,,,,,,,,,,1.0,,,-9.24694,-45.5425,-2.14319,-47.6857,1.69359,-74.6565,Cc1nc2n(n1)C[C@@H](NC(=O)N1CCC[C@@H]1c1ccc(Cl)c(Cl)c1)CC2
2567,Z1537180262,19632,Done,103.23,-9.24613,glide-grid_6eti,,,-9.24613,-0.582079,,,,,,,,,,,,,1.0,,,-9.24613,-47.0665,-4.2002,-51.2667,2.42495,-76.5291,NC(=O)c1ccc(N2CCCCC2)c(NC(=O)c2ccnnc2)c1
2569,Z1538508595,8081,Done,74.02,-9.2458,glide-grid_6eti,,,-9.2458,0.0,,,,,,,,,,,,,1.0,,,-9.2458,-43.6136,-3.53289,-47.1465,11.9481,-62.8372,Cc1cnc2c(c1)N(C(=O)C[C@@H](C)NC(=O)C1CCCCC1)CCO2
2570,Z2229379983,15339,Done,58.97,-9.24489,glide-grid_6eti,,,-9.24489,0.0,,,,,,,,,,,,,1.0,,,-9.24489,-48.848,-3.57457,-52.4226,3.01399,-78.3404,Cn1c(=O)c(CNC(=O)c2cccnc2C(N)=O)cc2ccccc21
2572,Z1274556292,11246,Done,49.25,-9.24397,glide-grid_6eti,,,-9.24397,0.0,,,,,,,,,,,,,1.0,,,-9.24397,-32.6888,-4.00364,-36.6925,1.05283,-52.7298,O=C([O-])c1ccc(CCNC(=O)[C@@H]2Cc3ccccc32)cc1
2574,Z1507429601,7453,Done,96.18,-9.24342,glide-grid_6eti,,,-9.24342,-0.565536,,,,,,,,,,,,,1.0,,,-9.24342,-40.7307,-5.4818,-46.2125,3.05768,-67.0695,O=C(NC1CCC(O)CC1)N1CC=C(c2ccc(O)cc2)CC1
2575,Z1250713638,20270,Done,59.81,-9.24342,glide-grid_6eti,,,-9.24342,-0.7,,,,,,,,,,,,,1.0,,,-9.24342,-33.3387,-4.71653,-38.0552,1.60451,-51.4072,O=C1O[C@@H](C(=O)NCC2(O)CCCCC2)Cc2ccccc21
2577,Z1134928364,21086,Done,35.02,-9.24284,glide-grid_6eti,,,-9.24284,-0.598378,,,,,,,,,,,,,1.0,,,-9.24284,-36.7114,-1.56172,-38.2731,5.99896,-56.6117,CN1C(=O)CCc2cc(NS(=O)(=O)c3cc(F)cc(F)c3)ccc21
2580,Z1102193592,8882,Done,102.2,-9.24238,glide-grid_6eti,,,-9.24238,0.0,,,,,,,,,,,,,1.0,,,-9.24238,-53.8116,-3.27269,-57.0842,7.21328,-85.4646,O=C(NCc1cccc(Cn2cncn2)c1)[C@@H]1CCCN1c1ncnc2sccc12
2581,Z728994030,8077,Done,53.46,-9.24219,glide-grid_6eti,,,-9.24219,0.0,,,,,,,,,,,,,1.0,,,-9.24219,-48.3392,-2.30963,-50.6488,1.52425,-70.7302,Cc1nnc2ccc(N3CCN(C(=O)c4ccc5c(c4)OCO5)CC3)nn12
2583,Z1999700224,14456,Done,57.0,-9.24107,glide-grid_6eti,,,-9.24107,-0.306592,,,,,,,,,,,,,1.0,,,-9.24107,-37.1609,-6.80662,-43.9675,5.35854,-60.1464,CC(C)(C)n1ncnc1CNC(=O)N[C@H]1CCc2cc(F)ccc21
2586,Z1323581446,15598,Done,83.76,-9.24021,glide-grid_6eti,,,-9.24021,0.0,,,,,,,,,,,,,1.0,,,-9.24021,-43.5283,-2.44879,-45.9771,2.59128,-68.1381,N#Cc1cc(NC(=O)N2CC[C@H](C[NH+]3CCCC3)C2)ccc1F
2587,Z1118730241,13312,Done,41.62,-9.24021,glide-grid_6eti,,,-9.24021,-0.187485,,,,,,,,,,,,,1.0,,,-9.24021,-47.8881,-0.546381,-48.4345,1.90509,-76.8898,CS(=O)(=O)c1ccc(Br)c(C(=O)Nc2ccc3c(c2)C(=O)NC3)c1
2589,Z3416857672,3199,Done,53.92,-9.2398,glide-grid_6eti,,,-9.2398,0.0,,,,,,,,,,,,,1.0,,,-9.2398,-42.0518,-3.1302,-45.182,5.11042,-63.67,Cc1cc(C)c(C(=O)N2C[C@H]3C[C@H]2[C@H]3c2ocnc2C(N)=O)s1
2591,Z2967643007,3180,Done,69.58,-9.23889,glide-grid_6eti,,,-9.23889,-0.7,,,,,,,,,,,,,1.0,,,-9.23889,-36.1536,-6.26924,-42.4228,3.2191,-64.4153,CNC(=O)C[NH+]1CCN(c2ccc(-c3ccccc3Cl)nn2)CC1
2595,Z2948873681,2602,Done,98.24,-9.23743,glide-grid_6eti,,,-9.23743,0.0,,,,,,,,,,,,,1.0,,,-9.23743,-46.1786,-1.31988,-47.4985,3.75939,-68.244,COCC(=O)N1CCN(C(=O)c2c[nH]cc2Cc2ccccc2)CC1
2596,Z991603978,11293,Done,44.31,-9.23729,glide-grid_6eti,,,-9.23729,0.0,,,,,,,,,,,,,1.0,,,-9.23729,-37.7387,-2.16852,-39.9072,5.28457,-53.3175,Cc1ccc(S(C)(=O)=O)cc1C(=O)N1CCCC[C@@H]1Cc1ccccc1
2597,Z2073818634,2808,Done,42.64,-9.23707,glide-grid_6eti,,,-9.23707,0.0,,,,,,,,,,,,,1.0,,,-9.23707,-44.2813,-0.494931,-44.7762,5.31205,-64.1514,COc1c(C(=O)N2CC=C(c3ccccc3)C2)[nH]c2ccccc12
2598,Z2638952015,1645,Done,54.82,-9.2369,glide-grid_6eti,,,-9.2369,0.0,,,,,,,,,,,,,1.0,,,-9.2369,-40.0051,-3.21505,-43.2201,11.5943,-63.6857,C[C@@H](C(=O)N(C)[C@H]1CCO[C@@H]1c1cccnc1)n1cnc2c(N)ncnc21
2601,Z739502866,15272,Done,75.1,-9.23649,glide-grid_6eti,,,-9.23649,-1.15351,,,,,,,,,,,,,1.0,,,-9.23649,-38.3195,-7.36671,-45.6862,3.4992,-70.6212,Cc1cc(NC(=O)CNc2ccc(F)c(C(N)=O)c2)no1
2603,Z594307580,20642,Done,46.14,-9.23621,glide-grid_6eti,,,-9.23621,0.0,,,,,,,,,,,,,1.0,,,-9.23621,-41.3145,-2.72175,-44.0362,1.35191,-58.1728,Cc1cc(C)c(NC(=O)N2CCC[C@H]2c2cc(C)no2)c(C)c1
2604,Z2231654034,3486,Done,57.26,-9.23614,glide-grid_6eti,,,-9.23614,0.0,,,,,,,,,,,,,1.0,,,-9.23614,-37.6827,-4.27813,-41.9609,0.0,-53.627,O=C1NCCCN(C(=O)Cc2csc3nccn23)[C@H]1Cc1ccccc1
2606,Z1529352585,592,Done,98.75,-9.23553,glide-grid_6eti,,,-9.23553,-0.7,,,,,,,,,,,,,1.0,,,-9.23553,-44.9063,-4.96903,-49.8753,5.95019,-70.5485,COCC1(O)CCN(C(=O)N[C@@H]2CCN(c3cccc(Cl)c3)C2)CC1
2608,Z644429398,14586,Done,71.58,-9.23425,glide-grid_6eti,,,-9.23425,0.0,,,,,,,,,,,,,1.0,,,-9.23425,-45.2588,-2.95506,-48.2138,10.3364,-64.7394,O=C(CN1CCOc2ccccc21)N1CCC(C(=O)N2CCCC2)CC1
2610,Z2761925208,14938,Done,83.3,-9.23299,glide-grid_6eti,,,-9.23299,-0.0747929,,,,,,,,,,,,,1.0,,,-9.23299,-36.9178,-3.89877,-40.8166,0.433075,-57.0856,Cc1cc(NC[C@@H]2CC[C@@H](c3ncn[nH]3)O2)nc(C2CC2)n1
